NAME,YEAR,MONTH,DAY,PRCP
"POCAHONTAS, IA US",2005,9,19,0.11
"POCAHONTAS, IA US",2005,9,20,0
"POCAHONTAS, IA US",2005,9,21,0
"POCAHONTAS, IA US",2005,9,22,0.02
"POCAHONTAS, IA US",2005,9,23,0
"POCAHONTAS, IA US",2005,9,24,0.02
"POCAHONTAS, IA US",2005,9,25,1.37
"POCAHONTAS, IA US",2005,9,26,0.43
"POCAHONTAS, IA US",2005,9,27,0
"POCAHONTAS, IA US",2005,9,28,0
"POCAHONTAS, IA US",2005,9,29,0.1
"POCAHONTAS, IA US",2005,9,30,0
"POCAHONTAS, IA US",2005,10,1,0
"POCAHONTAS, IA US",2005,10,2,0.07
"POCAHONTAS, IA US",2005,10,3,0
"POCAHONTAS, IA US",2005,10,4,0
"POCAHONTAS, IA US",2005,10,5,0.19
"POCAHONTAS, IA US",2005,10,6,0.07
"POCAHONTAS, IA US",2005,10,7,0
"POCAHONTAS, IA US",2005,10,8,0
"POCAHONTAS, IA US",2005,10,9,0
"POCAHONTAS, IA US",2005,10,10,0
"POCAHONTAS, IA US",2005,10,11,0
"POCAHONTAS, IA US",2005,10,12,0.1
"POCAHONTAS, IA US",2005,10,13,0
"POCAHONTAS, IA US",2005,10,14,0
"POCAHONTAS, IA US",2005,10,15,0
"POCAHONTAS, IA US",2005,10,16,0
"POCAHONTAS, IA US",2005,10,17,0
"POCAHONTAS, IA US",2005,10,18,0
"POCAHONTAS, IA US",2005,10,19,0
"POCAHONTAS, IA US",2005,10,20,0
"POCAHONTAS, IA US",2005,10,21,0
"POCAHONTAS, IA US",2005,10,22,0
"POCAHONTAS, IA US",2005,10,23,0.15
"POCAHONTAS, IA US",2005,10,24,0
"POCAHONTAS, IA US",2005,10,25,0
"POCAHONTAS, IA US",2005,10,26,0
"POCAHONTAS, IA US",2005,10,27,0
"POCAHONTAS, IA US",2005,10,28,0
"POCAHONTAS, IA US",2005,10,29,0
"POCAHONTAS, IA US",2005,10,30,0.3
"POCAHONTAS, IA US",2005,10,31,0.12
"POCAHONTAS, IA US",2005,11,1,0
"POCAHONTAS, IA US",2005,11,2,0
"POCAHONTAS, IA US",2005,11,3,0
"POCAHONTAS, IA US",2005,11,4,0
"POCAHONTAS, IA US",2005,11,5,0
"POCAHONTAS, IA US",2005,11,6,0
"POCAHONTAS, IA US",2005,11,7,0
"POCAHONTAS, IA US",2005,11,8,0
"POCAHONTAS, IA US",2005,11,9,0
"POCAHONTAS, IA US",2005,11,10,0
"POCAHONTAS, IA US",2005,11,11,0
"POCAHONTAS, IA US",2005,11,12,0
"POCAHONTAS, IA US",2005,11,13,0.05
"POCAHONTAS, IA US",2005,11,14,0
"POCAHONTAS, IA US",2005,11,15,0.15
"POCAHONTAS, IA US",2005,11,16,0.24
"POCAHONTAS, IA US",2005,11,17,0
"POCAHONTAS, IA US",2005,11,18,0
"POCAHONTAS, IA US",2005,11,19,0
"POCAHONTAS, IA US",2005,11,20,0
"POCAHONTAS, IA US",2005,11,21,0
"POCAHONTAS, IA US",2005,11,22,0
"POCAHONTAS, IA US",2005,11,23,0
"POCAHONTAS, IA US",2005,11,24,0
"POCAHONTAS, IA US",2005,11,25,0
"POCAHONTAS, IA US",2005,11,26,0
"POCAHONTAS, IA US",2005,11,27,0
"POCAHONTAS, IA US",2005,11,28,0.73
"POCAHONTAS, IA US",2005,11,29,0.33
"POCAHONTAS, IA US",2005,11,30,0
"POCAHONTAS, IA US",2005,12,1,0.29
"POCAHONTAS, IA US",2005,12,2,0
"POCAHONTAS, IA US",2005,12,3,0.2
"POCAHONTAS, IA US",2005,12,4,0.05
"POCAHONTAS, IA US",2005,12,5,0
"POCAHONTAS, IA US",2005,12,6,0
"POCAHONTAS, IA US",2005,12,7,0
"POCAHONTAS, IA US",2005,12,8,0.15
"POCAHONTAS, IA US",2005,12,9,0
"POCAHONTAS, IA US",2005,12,10,0
"POCAHONTAS, IA US",2005,12,11,0.03
"POCAHONTAS, IA US",2005,12,12,0.07
"POCAHONTAS, IA US",2005,12,13,0
"POCAHONTAS, IA US",2005,12,14,0.6
"POCAHONTAS, IA US",2005,12,15,0
"POCAHONTAS, IA US",2005,12,16,
"POCAHONTAS, IA US",2005,12,17,0
"POCAHONTAS, IA US",2005,12,18,0
"POCAHONTAS, IA US",2005,12,19,0
"POCAHONTAS, IA US",2005,12,20,0
"POCAHONTAS, IA US",2005,12,21,0
"POCAHONTAS, IA US",2005,12,22,0
"POCAHONTAS, IA US",2005,12,23,0
"POCAHONTAS, IA US",2005,12,24,0
"POCAHONTAS, IA US",2005,12,25,0
"POCAHONTAS, IA US",2005,12,26,0
"POCAHONTAS, IA US",2005,12,27,0
"POCAHONTAS, IA US",2005,12,28,0
"POCAHONTAS, IA US",2005,12,29,0
"POCAHONTAS, IA US",2005,12,30,0.15
"POCAHONTAS, IA US",2005,12,31,0
"POCAHONTAS, IA US",2006,1,1,0
"POCAHONTAS, IA US",2006,1,2,0.05
"POCAHONTAS, IA US",2006,1,3,0
"POCAHONTAS, IA US",2006,1,4,0
"POCAHONTAS, IA US",2006,1,5,0
"POCAHONTAS, IA US",2006,1,6,0
"POCAHONTAS, IA US",2006,1,7,0
"POCAHONTAS, IA US",2006,1,8,0
"POCAHONTAS, IA US",2006,1,9,0
"POCAHONTAS, IA US",2006,1,10,0
"POCAHONTAS, IA US",2006,1,11,0
"POCAHONTAS, IA US",2006,1,12,0
"POCAHONTAS, IA US",2006,1,13,0
"POCAHONTAS, IA US",2006,1,14,0
"POCAHONTAS, IA US",2006,1,15,0
"POCAHONTAS, IA US",2006,1,16,0
"POCAHONTAS, IA US",2006,1,17,0.05
"POCAHONTAS, IA US",2006,1,18,0
"POCAHONTAS, IA US",2006,1,19,0
"POCAHONTAS, IA US",2006,1,20,0
"POCAHONTAS, IA US",2006,1,21,0
"POCAHONTAS, IA US",2006,1,22,0
"POCAHONTAS, IA US",2006,1,23,0
"POCAHONTAS, IA US",2006,1,24,0
"POCAHONTAS, IA US",2006,1,25,0
"POCAHONTAS, IA US",2006,1,26,0
"POCAHONTAS, IA US",2006,1,27,0
"POCAHONTAS, IA US",2006,1,28,0
"POCAHONTAS, IA US",2006,1,29,0.32
"POCAHONTAS, IA US",2006,1,30,0.04
"POCAHONTAS, IA US",2006,1,31,0
"POCAHONTAS, IA US",2006,2,1,0
"POCAHONTAS, IA US",2006,2,2,0
"POCAHONTAS, IA US",2006,2,3,0
"POCAHONTAS, IA US",2006,2,4,0
"POCAHONTAS, IA US",2006,2,5,0
"POCAHONTAS, IA US",2006,2,6,0
"POCAHONTAS, IA US",2006,2,7,0
"POCAHONTAS, IA US",2006,2,8,0.04
"POCAHONTAS, IA US",2006,2,9,0
"POCAHONTAS, IA US",2006,2,10,0.06
"POCAHONTAS, IA US",2006,2,11,0.02
"POCAHONTAS, IA US",2006,2,12,0
"POCAHONTAS, IA US",2006,2,13,0
"POCAHONTAS, IA US",2006,2,14,0
"POCAHONTAS, IA US",2006,2,15,0
"POCAHONTAS, IA US",2006,2,16,0.2
"POCAHONTAS, IA US",2006,2,17,0.11
"POCAHONTAS, IA US",2006,2,18,0
"POCAHONTAS, IA US",2006,2,19,0
"POCAHONTAS, IA US",2006,2,20,0
"POCAHONTAS, IA US",2006,2,21,0
"POCAHONTAS, IA US",2006,2,22,0
"POCAHONTAS, IA US",2006,2,23,0
"POCAHONTAS, IA US",2006,2,24,0
"POCAHONTAS, IA US",2006,2,25,0
"POCAHONTAS, IA US",2006,2,26,0
"POCAHONTAS, IA US",2006,2,27,0
"POCAHONTAS, IA US",2006,2,28,0
"POCAHONTAS, IA US",2006,3,1,0
"POCAHONTAS, IA US",2006,3,2,0
"POCAHONTAS, IA US",2006,3,3,0
"POCAHONTAS, IA US",2006,3,4,0
"POCAHONTAS, IA US",2006,3,5,0.43
"POCAHONTAS, IA US",2006,3,6,0
"POCAHONTAS, IA US",2006,3,7,0
"POCAHONTAS, IA US",2006,3,8,0.23
"POCAHONTAS, IA US",2006,3,9,0.62
"POCAHONTAS, IA US",2006,3,10,0
"POCAHONTAS, IA US",2006,3,11,0
"POCAHONTAS, IA US",2006,3,12,0
"POCAHONTAS, IA US",2006,3,13,0.36
"POCAHONTAS, IA US",2006,3,14,0
"POCAHONTAS, IA US",2006,3,15,0
"POCAHONTAS, IA US",2006,3,16,0.05
"POCAHONTAS, IA US",2006,3,17,0.07
"POCAHONTAS, IA US",2006,3,18,0
"POCAHONTAS, IA US",2006,3,19,0
"POCAHONTAS, IA US",2006,3,20,0
"POCAHONTAS, IA US",2006,3,21,0.1
"POCAHONTAS, IA US",2006,3,22,0
"POCAHONTAS, IA US",2006,3,23,0
"POCAHONTAS, IA US",2006,3,24,0
"POCAHONTAS, IA US",2006,3,25,0
"POCAHONTAS, IA US",2006,3,26,0
"POCAHONTAS, IA US",2006,3,27,0.36
"POCAHONTAS, IA US",2006,3,28,0.36
"POCAHONTAS, IA US",2006,3,29,0
"POCAHONTAS, IA US",2006,3,30,0.03
"POCAHONTAS, IA US",2006,3,31,1.13
"POCAHONTAS, IA US",2006,4,1,0
"POCAHONTAS, IA US",2006,4,2,0.66
"POCAHONTAS, IA US",2006,4,3,0.14
"POCAHONTAS, IA US",2006,4,4,0
"POCAHONTAS, IA US",2006,4,5,0
"POCAHONTAS, IA US",2006,4,6,0
"POCAHONTAS, IA US",2006,4,7,0.37
"POCAHONTAS, IA US",2006,4,8,0
"POCAHONTAS, IA US",2006,4,9,0
"POCAHONTAS, IA US",2006,4,10,0
"POCAHONTAS, IA US",2006,4,11,0
"POCAHONTAS, IA US",2006,4,12,0
"POCAHONTAS, IA US",2006,4,13,0
"POCAHONTAS, IA US",2006,4,14,0
"POCAHONTAS, IA US",2006,4,15,0
"POCAHONTAS, IA US",2006,4,16,0.96
"POCAHONTAS, IA US",2006,4,17,0
"POCAHONTAS, IA US",2006,4,18,0
"POCAHONTAS, IA US",2006,4,19,0
"POCAHONTAS, IA US",2006,4,20,0
"POCAHONTAS, IA US",2006,4,21,0
"POCAHONTAS, IA US",2006,4,22,0
"POCAHONTAS, IA US",2006,4,23,0
"POCAHONTAS, IA US",2006,4,24,0
"POCAHONTAS, IA US",2006,4,25,0.09
"POCAHONTAS, IA US",2006,4,26,0
"POCAHONTAS, IA US",2006,4,27,0
"POCAHONTAS, IA US",2006,4,28,0
"POCAHONTAS, IA US",2006,4,29,0.88
"POCAHONTAS, IA US",2006,4,30,1.12
"POCAHONTAS, IA US",2006,5,1,0.1
"POCAHONTAS, IA US",2006,5,2,0
"POCAHONTAS, IA US",2006,5,3,0
"POCAHONTAS, IA US",2006,5,4,0
"POCAHONTAS, IA US",2006,5,5,0
"POCAHONTAS, IA US",2006,5,6,0
"POCAHONTAS, IA US",2006,5,7,0
"POCAHONTAS, IA US",2006,5,8,0
"POCAHONTAS, IA US",2006,5,9,0.08
"POCAHONTAS, IA US",2006,5,10,0
"POCAHONTAS, IA US",2006,5,11,0
"POCAHONTAS, IA US",2006,5,12,0
"POCAHONTAS, IA US",2006,5,13,0.08
"POCAHONTAS, IA US",2006,5,14,0.02
"POCAHONTAS, IA US",2006,5,15,0.04
"POCAHONTAS, IA US",2006,5,16,0.02
"POCAHONTAS, IA US",2006,5,17,0
"POCAHONTAS, IA US",2006,5,18,0
"POCAHONTAS, IA US",2006,5,19,0
"POCAHONTAS, IA US",2006,5,20,0
"POCAHONTAS, IA US",2006,5,21,0
"POCAHONTAS, IA US",2006,5,22,0
"POCAHONTAS, IA US",2006,5,23,0
"POCAHONTAS, IA US",2006,5,24,0.54
"POCAHONTAS, IA US",2006,5,25,0
"POCAHONTAS, IA US",2006,5,26,0
"POCAHONTAS, IA US",2006,5,27,0.04
"POCAHONTAS, IA US",2006,5,28,0
"POCAHONTAS, IA US",2006,5,29,0
"POCAHONTAS, IA US",2006,5,30,0
"POCAHONTAS, IA US",2006,5,31,0
"POCAHONTAS, IA US",2006,6,1,0
"POCAHONTAS, IA US",2006,6,2,0
"POCAHONTAS, IA US",2006,6,3,0
"POCAHONTAS, IA US",2006,6,4,0
"POCAHONTAS, IA US",2006,6,5,0
"POCAHONTAS, IA US",2006,6,6,0
"POCAHONTAS, IA US",2006,6,7,0
"POCAHONTAS, IA US",2006,6,8,0
"POCAHONTAS, IA US",2006,6,9,0
"POCAHONTAS, IA US",2006,6,10,0.17
"POCAHONTAS, IA US",2006,6,11,0
"POCAHONTAS, IA US",2006,6,12,0
"POCAHONTAS, IA US",2006,6,13,0
"POCAHONTAS, IA US",2006,6,14,0
"POCAHONTAS, IA US",2006,6,15,0.17
"POCAHONTAS, IA US",2006,6,16,0.06
"POCAHONTAS, IA US",2006,6,17,0
"POCAHONTAS, IA US",2006,6,18,0
"POCAHONTAS, IA US",2006,6,19,0
"POCAHONTAS, IA US",2006,6,20,0.21
"POCAHONTAS, IA US",2006,6,21,0.38
"POCAHONTAS, IA US",2006,6,22,0.33
"POCAHONTAS, IA US",2006,6,23,0
"POCAHONTAS, IA US",2006,6,24,0.08
"POCAHONTAS, IA US",2006,6,25,0.02
"POCAHONTAS, IA US",2006,6,26,0
"POCAHONTAS, IA US",2006,6,27,0.03
"POCAHONTAS, IA US",2006,6,28,0
"POCAHONTAS, IA US",2006,6,29,0
"POCAHONTAS, IA US",2006,6,30,0.13
"POCAHONTAS, IA US",2006,7,1,0.02
"POCAHONTAS, IA US",2006,7,2,0.75
"POCAHONTAS, IA US",2006,7,3,0
"POCAHONTAS, IA US",2006,7,4,0.38
"POCAHONTAS, IA US",2006,7,5,0
"POCAHONTAS, IA US",2006,7,6,0
"POCAHONTAS, IA US",2006,7,7,0
"POCAHONTAS, IA US",2006,7,8,0
"POCAHONTAS, IA US",2006,7,9,0.02
"POCAHONTAS, IA US",2006,7,10,0
"POCAHONTAS, IA US",2006,7,11,0.15
"POCAHONTAS, IA US",2006,7,12,0
"POCAHONTAS, IA US",2006,7,13,0
"POCAHONTAS, IA US",2006,7,14,0.32
"POCAHONTAS, IA US",2006,7,15,0
"POCAHONTAS, IA US",2006,7,16,0
"POCAHONTAS, IA US",2006,7,17,0
"POCAHONTAS, IA US",2006,7,18,0
"POCAHONTAS, IA US",2006,7,19,0
"POCAHONTAS, IA US",2006,7,20,0
"POCAHONTAS, IA US",2006,7,21,0.04
"POCAHONTAS, IA US",2006,7,22,0
"POCAHONTAS, IA US",2006,7,23,0
"POCAHONTAS, IA US",2006,7,24,0
"POCAHONTAS, IA US",2006,7,25,0
"POCAHONTAS, IA US",2006,7,26,0.1
"POCAHONTAS, IA US",2006,7,27,0.86
"POCAHONTAS, IA US",2006,7,28,0
"POCAHONTAS, IA US",2006,7,29,0
"POCAHONTAS, IA US",2006,7,30,0
"POCAHONTAS, IA US",2006,7,31,0
"POCAHONTAS, IA US",2006,8,1,0.37
"POCAHONTAS, IA US",2006,8,2,0.92
"POCAHONTAS, IA US",2006,8,3,0
"POCAHONTAS, IA US",2006,8,4,0
"POCAHONTAS, IA US",2006,8,5,0.34
"POCAHONTAS, IA US",2006,8,6,0
"POCAHONTAS, IA US",2006,8,7,0
"POCAHONTAS, IA US",2006,8,8,0
"POCAHONTAS, IA US",2006,8,9,1.75
"POCAHONTAS, IA US",2006,8,10,0.27
"POCAHONTAS, IA US",2006,8,11,0
"POCAHONTAS, IA US",2006,8,12,0
"POCAHONTAS, IA US",2006,8,13,0
"POCAHONTAS, IA US",2006,8,14,0.54
"POCAHONTAS, IA US",2006,8,15,0
"POCAHONTAS, IA US",2006,8,16,0
